rh.aparc.a2009s.volume,rh_G_and_S_frontomargin_volume,rh_G_and_S_occipital_inf_volume,rh_G_and_S_paracentral_volume,rh_G_and_S_subcentral_volume,rh_G_and_S_transv_frontopol_volume,rh_G_and_S_cingul-Ant_volume,rh_G_and_S_cingul-Mid-Ant_volume,rh_G_and_S_cingul-Mid-Post_volume,rh_G_cingul-Post-dorsal_volume,rh_G_cingul-Post-ventral_volume,rh_G_cuneus_volume,rh_G_front_inf-Opercular_volume,rh_G_front_inf-Orbital_volume,rh_G_front_inf-Triangul_volume,rh_G_front_middle_volume,rh_G_front_sup_volume,rh_G_Ins_lg_and_S_cent_ins_volume,rh_G_insular_short_volume,rh_G_occipital_middle_volume,rh_G_occipital_sup_volume,rh_G_oc-temp_lat-fusifor_volume,rh_G_oc-temp_med-Lingual_volume,rh_G_oc-temp_med-Parahip_volume,rh_G_orbital_volume,rh_G_pariet_inf-Angular_volume,rh_G_pariet_inf-Supramar_volume,rh_G_parietal_sup_volume,rh_G_postcentral_volume,rh_G_precentral_volume,rh_G_precuneus_volume,rh_G_rectus_volume,rh_G_subcallosal_volume,rh_G_temp_sup-G_T_transv_volume,rh_G_temp_sup-Lateral_volume,rh_G_temp_sup-Plan_polar_volume,rh_G_temp_sup-Plan_tempo_volume,rh_G_temporal_inf_volume,rh_G_temporal_middle_volume,rh_Lat_Fis-ant-Horizont_volume,rh_Lat_Fis-ant-Vertical_volume,rh_Lat_Fis-post_volume,rh_Pole_occipital_volume,rh_Pole_temporal_volume,rh_S_calcarine_volume,rh_S_central_volume,rh_S_cingul-Marginalis_volume,rh_S_circular_insula_ant_volume,rh_S_circular_insula_inf_volume,rh_S_circular_insula_sup_volume,rh_S_collat_transv_ant_volume,rh_S_collat_transv_post_volume,rh_S_front_inf_volume,rh_S_front_middle_volume,rh_S_front_sup_volume,rh_S_interm_prim-Jensen_volume,rh_S_intrapariet_and_P_trans_volume,rh_S_oc_middle_and_Lunatus_volume,rh_S_oc_sup_and_transversal_volume,rh_S_occipital_ant_volume,rh_S_oc-temp_lat_volume,rh_S_oc-temp_med_and_Lingual_volume,rh_S_orbital_lateral_volume,rh_S_orbital_med-olfact_volume,rh_S_orbital-H_Shaped_volume,rh_S_parieto_occipital_volume,rh_S_pericallosal_volume,rh_S_postcentral_volume,rh_S_precentral-inf-part_volume,rh_S_precentral-sup-part_volume,rh_S_suborbital_volume,rh_S_subparietal_volume,rh_S_temporal_inf_volume,rh_S_temporal_sup_volume,rh_S_temporal_transverse_volume
645450,2322,2874,2697,2809,2102,6624,2938,2733,1377,746,3388,3328,978,3418,10427,18053,1059,2081,5882,3327,3544,4940,4357,6378,7536,5902,3996,3703,6416,5055,2052,304,728,4936,1646,1593,6960,8219,645,286,2089,4862,5269,3620,4009,2147,786,2025,2449,2016,785,3998,3769,5365,960,4093,1330,3088,1190,1519,2834,604,1506,2142,2485,1356,3837,2453,2050,689,2506,2276,11667,185
645551,2571,2529,2155,3065,3007,6526,4116,3001,1525,410,2429,3511,975,2922,8312,17633,1194,1783,4128,2626,5424,4194,3427,6978,8712,5271,3728,3930,5749,5400,1545,1000,767,5519,1521,1100,6523,9531,449,417,2060,3586,5526,2727,3737,2065,965,1988,2342,1324,584,4355,4239,6740,1102,5333,604,2363,997,1624,3977,638,1453,2687,2831,1470,3360,2891,2336,361,2353,2585,10960,452
647858,2169,3376,2770,3774,4101,7390,4724,4116,2634,588,3458,3972,827,3737,14305,19743,1435,2244,5931,4133,4786,6191,3920,6990,6497,7564,5715,5394,9160,7698,2107,803,1415,6272,2387,1164,7923,10355,937,308,2338,4361,5392,4390,5181,3472,1245,2454,2889,2384,921,4071,4946,5368,1294,6784,1375,3153,1508,1495,3293,571,1620,2978,3232,2857,4887,2987,3468,256,1858,2350,12899,352
650746,1847,4823,2342,3595,2671,7138,3645,3124,1467,907,3844,3300,804,3183,12209,19980,1659,1978,5375,4485,6777,5452,4079,7368,7792,7656,4208,4408,6794,6502,1739,394,1078,6902,1970,2939,8046,8559,621,329,2990,5514,5016,4892,4629,2380,986,2192,3129,1887,824,3855,3866,5182,362,4646,2026,2850,1091,1552,3752,649,1434,2861,3932,1738,3916,3214,1541,743,1840,2300,12033,667
654350,2368,3289,2408,3602,3237,7345,3604,3774,1852,887,4023,3937,1126,2624,11198,19242,1239,2014,5097,3186,4255,6562,4643,7623,9704,7732,6692,4582,7788,6466,1878,698,915,5872,2170,1678,10917,10053,500,409,2144,4696,6870,5470,4894,1608,996,2380,2560,3550,564,4473,3679,5482,1421,5300,1862,2569,1464,1307,3304,831,1177,2916,4727,1927,5998,2662,2178,611,1631,3314,10192,589
654552,2392,4102,2565,3354,2934,6096,3433,3047,1350,761,3783,3863,951,2782,10924,20696,1371,2011,6380,3403,5258,6316,4620,7085,8439,7689,4888,4048,7463,6950,1643,536,957,7587,1759,2165,5967,11114,565,645,2295,5210,6496,3931,4906,2520,821,2731,2277,2354,1393,3734,3243,5734,237,5455,1872,2378,1558,2118,3439,620,1112,2925,4356,1743,3856,4081,2750,695,1726,1279,10734,829
654754,1836,2619,2978,2211,2357,5198,3328,2478,1035,491,2816,3139,934,2750,8211,15219,1032,1803,5127,2192,4132,4371,4156,6319,5929,5551,3181,3642,5656,4844,1592,517,804,4410,1612,1672,4818,7287,520,430,2001,4329,4739,3078,3690,2146,1215,1816,2017,1451,659,3132,3984,4487,362,5072,1171,2625,1130,1132,2819,497,1209,2268,2504,1077,3065,2741,1769,954,1953,1314,8723,462
656253,2556,3406,2377,3026,2301,7386,4169,3668,1611,686,3854,3545,1147,2888,14648,20232,1793,2596,6125,4340,5194,5486,4316,7836,6922,8008,5651,4693,7584,6851,1753,820,1094,7277,2656,1568,7965,11547,596,353,2189,5550,5422,3944,4891,2273,1158,2475,2378,2521,991,4264,4738,6524,1609,6303,1397,3119,1371,2256,3926,990,1557,3701,3150,2660,4562,3668,2073,606,2399,2576,14259,496
656657,2546,3385,2614,4140,3195,8411,5197,4282,2517,994,4168,4935,1195,2581,15525,23297,1513,2896,7884,3669,7250,6102,3536,9620,7630,10622,8010,5215,8606,9291,2974,1179,1503,8167,3146,2591,8445,12424,501,271,3013,5846,8047,5241,5179,2907,1450,3386,2940,3218,1227,5757,4904,7539,822,6544,1667,2699,1839,1998,4080,1376,2067,4108,4263,2187,4686,5302,3489,792,4606,2221,15268,463
657659,1479,2914,2322,2829,2217,5387,3339,3340,1647,578,2618,3227,721,2920,10919,18229,1203,1922,4761,3159,4674,4807,2950,5923,7432,7362,5544,4630,7116,6827,1839,624,1072,5462,1786,1545,6183,9652,844,397,2219,4329,6413,3701,4189,2238,1169,2637,2254,1619,887,3836,3604,5379,787,4857,1797,2115,1637,1266,2880,959,1321,2533,3117,1375,3610,3714,2225,527,2789,2625,9556,689
660951,2246,2795,2552,2841,3840,6918,4234,3176,1474,654,3201,3797,806,3190,10480,16224,1135,1835,5552,4323,7091,5673,3614,6702,8717,7528,5175,3668,6561,6467,1785,357,1047,6136,1272,1746,6656,10197,842,292,2063,4195,6129,3816,4262,1388,1113,2705,2116,1643,732,3495,4063,5070,395,5462,1254,4030,682,2394,3686,793,1335,2604,3827,1749,4180,2916,2522,790,1796,2168,12206,655
662551,2379,3720,2509,3528,2476,7231,3670,3846,1690,674,3685,4800,1009,3125,12479,21826,1642,2182,6933,3399,6360,5963,5762,7944,11556,7092,6198,4750,7931,6487,1674,618,1558,7772,1743,1976,9004,11114,710,305,2265,4175,5277,3595,4239,3211,1022,2838,2862,2827,797,3957,4388,5302,1289,6753,2031,2006,1895,2432,4322,850,1443,3138,3648,1349,4297,3542,2325,657,1428,2740,13169,574
663755,2571,3292,3255,3042,2551,7609,4618,4598,1582,632,3592,3843,1082,3725,14128,20075,1193,2330,4354,3318,5283,5501,3346,8531,9198,6523,5526,4367,9252,6602,1976,811,1131,6165,2526,1865,6268,10327,635,544,1976,4747,5249,4217,4839,2137,1222,1958,2733,1740,823,5490,4341,4191,619,6454,1702,2630,1064,1779,3322,1106,1699,3327,3476,2133,3866,3345,3948,875,2487,2280,12367,435
664757,2508,2334,2397,3257,2439,6909,3352,2707,1566,808,3466,3439,1050,2747,10670,19830,1178,2432,6285,3754,5246,4962,4574,7395,6327,7369,5565,4935,5926,7472,2101,936,837,6527,1778,1780,8310,10394,418,346,2371,5948,5489,3924,3999,2200,1479,2278,2500,2520,1111,4314,4066,4785,614,5124,1972,3097,2171,1782,3143,615,1172,3355,3491,4119,4740,3232,2041,715,2151,2240,11897,607
665254,1767,3435,2215,3052,2183,6133,3386,2469,1793,549,3830,3827,742,2562,9437,17431,1009,1890,6196,3451,5752,5691,3695,6160,6774,6613,5131,5562,6507,7883,1860,373,1057,6205,811,1749,6660,8552,587,62,2114,4477,5959,3535,3818,1729,696,2239,2387,2186,518,4226,4777,4927,987,5710,1329,2937,1408,933,3201,756,1269,2569,3626,1358,4005,2221,2205,764,2718,1474,10237,591
667056,1790,2923,2266,3176,2021,5373,2818,2599,1624,496,2016,3253,1004,2500,8136,17142,1444,2047,5482,1916,3115,4699,3257,6688,6113,5566,4320,3898,6442,5960,1692,305,724,4717,2119,1786,7130,9290,689,496,1948,4228,6378,2966,4169,1659,1030,1664,2186,1959,1213,3720,2954,4456,803,4545,1789,1273,1517,967,2970,1048,1404,2384,3365,1265,3227,2508,1962,539,2007,2378,10711,390
668361,2859,2096,2314,2690,2266,5864,2882,3042,1387,530,3429,3752,731,1933,11239,16076,1228,1692,4897,3665,4946,5778,4530,6336,7762,4001,5323,3946,5793,6179,1897,623,731,4806,1867,1299,8052,7055,570,164,1951,4041,6354,3390,3575,1821,758,2129,1879,3184,1114,3336,4227,3945,401,5445,1730,2390,1402,1388,3087,515,1231,3023,3282,1293,3054,2907,2615,445,2085,2161,10115,357
671855,2809,2898,2079,2697,3082,6168,3958,2860,2043,591,3610,3134,920,2485,10261,18767,1695,2280,4826,3868,5980,5332,4540,7759,8339,7837,4061,5544,6856,5547,1815,442,1025,6190,2306,1892,6484,10077,414,255,2139,5504,6014,4384,5397,2061,1014,2272,2324,1775,1003,2758,3034,4081,1359,4686,1875,2680,1048,1631,3269,425,1171,3081,3365,1940,4062,3437,2046,1021,1513,2208,12158,591
672756,2203,2375,2638,2685,2219,6582,4157,3486,1684,742,2946,3334,962,3425,10107,16343,1627,2154,4700,2979,5481,5222,2955,7632,8145,9383,4783,3836,6971,7145,1732,815,816,5232,2029,2187,8254,8959,552,365,2372,4347,5669,3740,3652,2315,1186,2121,2407,1954,618,4068,4216,3983,919,4194,1524,2458,1212,1664,3559,794,1447,3319,3055,1296,3825,2491,2417,642,2139,2195,10566,498
673455,2564,2832,2292,3859,2656,6387,2918,2989,1569,659,3064,4238,756,2980,8941,18138,1099,1693,7153,3907,4701,6083,3388,7387,7218,6573,3592,4250,7998,6589,1924,581,1198,5298,1746,1881,6503,7870,525,295,2970,4925,6140,3295,4496,2420,1051,2228,2391,2405,744,4060,3392,4660,246,4157,2353,3291,690,1786,3477,676,1226,2947,4212,1725,4302,4021,2778,954,2084,2356,10603,462
675661,2453,3601,2347,3505,3190,6443,3637,3083,1747,745,3965,4388,767,2659,11521,17380,1756,1944,6182,3215,7362,5599,4238,6687,7307,5864,5122,3601,7085,6025,1514,550,977,6357,2723,1917,6359,10453,723,255,2228,5392,6020,3978,4249,2171,1605,1755,2305,1108,848,3633,3970,5084,785,5388,1273,3128,1678,1654,3868,456,1428,3075,3544,2005,3464,3174,2958,967,2137,2207,11623,530
677766,1724,2694,2725,2718,2785,5848,3602,2625,1460,589,3304,3837,1270,2568,9934,17574,1201,2051,4448,3373,5293,4901,4354,7074,7094,7441,4902,4295,6207,6076,1677,1003,1052,4753,1527,2038,6957,8098,663,304,2185,4318,6599,4044,4379,1854,818,1909,2489,2524,730,4374,3700,4653,1100,4015,1061,3087,1087,1659,2906,531,1585,2665,3298,1355,4597,2643,1567,491,1749,2673,10330,622
677968,2210,4039,3574,2977,2134,5653,3879,2900,1246,688,2687,3135,1128,1913,8693,15369,1197,1702,4525,3332,5956,4585,3741,6477,9496,7175,2779,4915,5466,5339,1735,661,1044,5010,1669,1600,4828,8760,462,306,2567,4179,6405,3487,4163,2488,1092,2114,2233,1840,840,3290,4618,4097,640,3994,1384,1852,1403,1512,3637,1050,1267,1949,2787,1332,4141,2846,2539,505,1992,2601,9630,691
679568,1437,2429,2300,2712,2114,5925,3166,2639,1210,588,3357,3484,1284,2113,10353,14782,1177,1612,5447,2829,3452,6318,4234,6017,6737,5913,3792,3706,6311,4970,1438,350,1050,4133,1680,1201,6365,7502,520,218,1909,4098,5091,4639,3683,2115,1028,1825,2125,1933,726,3495,3498,4041,349,5382,1803,1751,1392,1680,2524,748,1173,2676,3265,1125,3952,3105,2895,337,1327,1682,10113,417
679770,2601,3027,2800,2530,2457,6693,4065,4106,1566,493,3385,3689,1100,4492,10999,20367,1511,2754,5752,3586,4793,4254,3298,6693,10479,8506,4815,4446,8590,7689,1871,1128,966,5563,1684,2366,8169,10824,1144,491,2138,4041,5941,2957,4429,2349,1206,2326,2333,1964,739,4746,3735,5434,515,5853,751,2161,939,2030,3090,1476,1654,2608,3663,1772,4041,2719,3051,804,2853,2275,11928,416
680250,2496,2360,2000,2371,3110,5359,3057,2460,1145,409,2659,2850,1143,1370,8442,17035,997,1733,5459,2834,4132,4196,3113,6861,6800,4786,3125,4361,6287,4756,1469,323,774,5079,1740,1519,6790,7853,364,227,1970,4554,4878,2410,4449,1997,973,1744,1688,1759,812,2348,3485,4530,464,4784,2058,1947,1263,1277,3386,437,1168,2572,2762,1741,2426,2326,2397,760,1611,1741,9342,428
680452,1616,4013,1987,2825,3510,6026,3673,3797,2064,808,3370,4017,1198,3036,10227,16440,1407,2007,6245,2880,3929,6281,4272,6079,7283,7722,4928,4200,6712,5926,1995,526,1265,5144,1691,2122,6866,10257,830,658,2757,4256,5459,4763,4433,2454,1522,2347,2600,1567,866,3874,2534,5264,339,4605,1742,1877,1723,1937,2758,766,1535,2466,4399,1793,3706,2505,1886,553,1930,2099,10583,528
680957,2409,2516,2438,3395,2217,5922,3344,2673,1647,584,3832,2996,925,2342,9222,16846,1695,1011,4926,2763,5192,4888,3396,6413,5869,5791,3907,3685,5743,5597,1332,204,755,6253,1269,1587,5490,8483,476,249,2516,3687,4596,3707,4306,1920,901,2427,1874,1632,684,3078,3769,5394,1342,4250,1136,2175,1510,1689,2555,601,1308,2821,2134,1170,3190,3115,2191,921,2055,1723,10885,747
683256,2049,2719,2423,2878,2621,6160,3169,3187,1635,703,3019,3638,1020,2969,7904,17271,1241,1857,5146,3208,4486,5606,4903,6897,5744,5646,5037,3409,6868,7052,1949,791,1205,4548,2002,1758,6835,8590,721,461,2091,4099,6003,4676,3792,2424,1309,1939,2366,2298,1117,3951,3653,3810,1351,4708,1993,2329,859,1405,3174,817,1349,3089,2534,1421,3090,3145,1549,22,2061,2310,10994,526
685058,2026,2570,3141,3597,2509,7366,3715,4165,1622,404,3725,4824,787,2275,12032,20278,1624,2329,7607,3560,5756,5519,5172,9124,7243,8506,6622,3248,7798,8186,2444,781,1299,5743,2230,2166,10391,10501,552,456,2437,5312,5608,3255,4410,3173,1584,2360,3353,2447,444,4480,4705,5291,412,6210,1649,3244,2156,2449,4015,1138,1533,3314,4151,2036,3716,3563,2259,703,2614,2987,11871,486
686969,2383,2943,2273,3592,2745,7907,3935,3260,1981,815,3832,5888,910,3049,13685,20509,1356,2366,5244,3202,5139,6622,3697,7879,7126,7575,5579,4698,8140,8261,2137,895,1066,5946,2329,2312,9618,11762,630,370,2135,5934,6642,4253,4113,2273,1211,2384,2972,2516,855,5372,4712,6453,797,5462,1700,2610,1424,2016,3412,847,1530,3312,3909,1797,5571,4596,2725,623,2471,2672,11855,518
687163,2623,2801,2449,2062,3263,5939,3846,2684,1564,738,4115,4219,902,3071,11046,20749,1327,1861,5723,3133,6849,5446,4569,8271,8851,6991,5067,4959,7512,6454,2056,437,829,7180,1906,2085,8229,9430,624,365,2532,4719,5914,3118,4859,1997,1253,2584,2652,1700,482,4306,3688,4779,464,5904,1526,2458,1806,2227,3787,883,1293,2709,4364,1819,3886,2384,2544,911,2821,2905,13545,484
688569,2814,2240,2607,3282,3616,6672,3747,3386,2050,956,3278,4535,1409,2903,14521,20154,1168,2172,4346,3654,5675,6868,4335,8518,7166,7658,4906,4868,7813,7067,1945,566,1381,5831,2075,1546,7575,11083,836,477,2309,5175,5256,4606,4451,2750,1516,1833,3093,1864,611,5576,3936,5054,542,5736,1245,3137,1718,2107,2715,792,1520,3148,3355,1544,3893,4601,2071,427,1918,2596,10746,590
689470,2421,3220,2045,2987,3036,7531,3621,3735,1323,761,3716,4237,1177,3188,11241,19332,1351,2601,5568,4072,7596,5978,5385,7265,7376,6439,4614,3990,6493,6890,1665,652,1130,5121,1650,1740,7220,8526,765,413,2219,5502,5705,3995,4269,2200,1156,2425,2547,2589,963,4387,4414,4187,461,5459,1564,3002,1162,2131,3500,1011,1112,3279,2860,1428,3830,3413,2074,695,2276,2076,11270,456
690152,2365,4094,3391,3809,2657,6886,4068,3678,1643,682,3488,3428,975,2799,12029,21931,1693,2511,8640,3950,6889,7210,6113,6910,5369,7975,4598,4454,7974,6971,1780,545,1168,5608,2483,2178,8526,10458,727,446,2236,5186,6877,4292,5531,2648,1190,2436,2906,2833,830,3830,3937,6261,736,4842,2355,3256,1783,2432,3800,706,1617,3268,3609,1896,5111,3011,2543,863,2523,3084,11467,508
692964,2494,3569,3153,3133,3001,8942,5884,4274,2213,765,3853,4535,1161,3422,14065,24722,1188,2288,6023,3440,5872,6137,4582,8106,6757,8597,5951,4341,8077,9264,2214,875,1268,7289,2288,1777,10092,10386,859,602,2247,5769,6121,4983,5242,2521,1433,2643,3066,2847,843,4827,4437,5328,1129,5394,2716,1858,1152,1856,3780,965,1659,3780,3475,2563,3615,3111,3413,460,2786,3277,13585,612
693461,1948,2412,2317,3400,2289,6521,3370,3205,1036,588,3866,3672,1241,3348,9215,19025,901,2004,5081,3548,4165,4830,2991,6254,7284,7530,4235,4397,7018,5988,1780,410,1020,6108,1875,2387,6494,10353,657,526,2398,5504,5960,4226,4704,2103,855,2314,1988,1965,1066,3256,4006,5261,925,5514,1913,2271,1228,1640,3773,493,1109,2918,4151,1432,2649,2911,2337,1157,1527,2448,11638,543
693764,2531,3111,2442,3912,3126,8552,4750,3735,1626,698,4303,4227,1450,3471,12788,18731,1702,2432,7430,4523,6406,5438,3025,7782,8994,6995,6918,3891,8041,6098,2360,575,995,5716,1990,2553,8991,9819,603,482,2774,4602,6633,4597,4807,2466,1160,2429,2556,3549,932,3996,4160,4503,1235,6942,1886,3813,1414,1712,3852,768,1756,2533,4313,1334,3998,3088,2952,785,2252,2828,10081,480
694362,2156,3828,2338,3162,2461,6341,3519,2985,2334,677,3367,4404,797,3694,9226,19875,1312,2180,8065,3458,3799,4521,3499,7970,7746,7123,4000,5164,5962,7401,1954,634,892,4888,2094,2081,8304,11244,734,877,1911,4899,5082,3460,4138,1888,1430,1767,2598,2133,1009,4322,3143,4905,688,5251,1952,3471,1413,1219,3678,1108,1645,2776,3919,1833,4219,2861,2500,332,2781,2235,12408,533
695768,2082,2440,2130,2826,2050,6223,3069,2405,1412,669,2842,2849,790,2149,8442,16415,1197,1947,6218,2952,5699,5079,3866,6506,7350,5822,4594,4253,5583,5964,2004,559,568,5603,1633,1549,9693,8263,491,170,1739,4658,6555,2987,3942,1933,1180,1603,2071,2370,519,2581,3752,4241,498,4714,1692,2124,1284,1876,3035,643,1213,2304,3328,1369,3850,2024,1768,599,2261,2518,11452,539
698168,2251,2980,2676,2756,2320,6183,3633,2941,1186,698,2844,3814,990,3144,9953,19421,1476,2461,7345,2631,5657,4618,3567,7127,7606,6560,5523,3822,7477,8055,1368,709,976,5895,1858,2032,7919,11479,982,625,2096,4442,4825,2986,4838,2014,1147,2450,2463,1822,603,3606,5512,5263,881,6109,2064,2326,1742,1893,3365,554,1756,3252,3289,1616,3135,3537,2520,633,2250,2268,12263,510
700634,2759,3935,3003,4482,3085,7451,4993,4408,1842,1001,3769,3858,1264,2767,10978,20786,1476,1973,5384,4782,4497,6442,5534,9131,8693,8341,4961,2988,9571,5526,2015,709,722,5909,3139,2236,9604,11237,781,271,2758,5578,5865,5054,6387,3651,1659,1799,2907,2991,1676,3908,4363,5103,950,4185,1838,2426,1615,2478,4010,595,1818,4461,2479,2971,2961,2874,3908,539,2533,3223,14026,499
701535,1882,2166,2443,2384,1971,6101,2357,2772,1618,653,3574,3905,675,3642,10371,15183,1346,2049,5049,3405,4801,6551,3058,6797,7390,9059,5073,3427,6047,6409,1831,442,823,4900,2472,2214,8623,8549,701,261,2341,4520,6903,3784,3678,1833,1078,2081,2142,2796,1133,4225,4214,4191,372,5227,1417,2947,1249,938,3874,948,1180,2667,3420,1204,4029,2855,1607,369,2444,2134,9994,371
702133,2241,2759,2414,2911,2968,6818,3521,3198,1027,839,3931,3382,1071,2980,10806,17443,1203,2513,6205,3243,6816,5771,3237,7298,8473,5259,5417,3844,6550,5328,1594,664,1049,5902,1907,1991,8317,8120,591,520,2162,5592,5208,4885,4939,1920,1357,2495,2271,1977,689,3151,3621,5681,438,4685,2084,2211,1379,1796,3820,625,1292,2399,3293,1734,2594,2027,2849,600,1228,2606,11821,620
704238,1830,2822,2098,2411,2321,6748,3584,2901,1314,600,2554,3577,1123,3323,8852,18090,1175,2031,4576,3452,5485,4208,4953,7459,7470,6264,4876,3463,6264,7115,1940,638,1061,5305,2462,1407,6394,8529,721,667,1587,3689,5458,3456,4659,2099,1514,2141,2489,1771,679,3507,3501,4735,1141,4256,935,2685,1400,1709,3285,684,1411,2402,2154,1612,4096,3245,1701,630,1502,2121,11384,397
705341,1969,2613,2477,3552,3228,6477,3886,3294,1633,659,3538,3366,729,2260,8887,17735,1339,2004,4737,3309,6751,5241,3390,6631,6749,7071,3868,4630,6834,5758,1779,702,1029,5499,1775,1799,7685,9420,845,266,2495,5070,5524,2996,3898,2522,1275,2451,2667,2520,479,3605,4682,4957,1310,4091,1603,2344,1330,2492,3002,682,1465,2356,3783,1508,5204,3249,2365,676,1815,1688,9701,398
706040,1943,2696,1890,2834,2844,5505,3136,2349,1251,568,3058,3094,782,2233,9029,14056,914,1721,3705,3198,3400,4959,3654,5882,5021,4653,3806,3591,5858,4771,1340,190,614,5353,1337,1277,7450,6630,445,228,1811,4617,5112,2844,3651,1579,1041,2107,1751,2221,504,2924,3962,4115,999,4160,1037,2282,908,1447,2216,710,1037,2348,3024,1153,2780,2489,1316,803,1403,2085,8637,509
707749,2217,3352,2300,2886,2315,7560,2927,2752,1587,869,3549,4100,1263,3057,8107,17785,1364,2176,5614,2335,4772,5200,6123,6550,6936,7713,3643,3682,7362,6377,1859,732,876,5776,1623,1444,7045,8751,742,429,2049,5611,4978,3842,4348,2544,1055,2210,2650,1965,616,3121,3197,3603,1040,4781,1665,2136,1593,1914,3034,649,1552,2829,3031,1522,3298,2601,2191,667,2576,1822,11863,485
709551,2455,2650,2455,3190,2331,5973,3652,3483,1614,472,3509,3328,898,3408,8059,19343,1086,2079,5734,3284,6288,4902,3707,7073,7757,7384,3971,5014,6627,5355,1757,320,954,5864,1557,1887,7021,9158,560,401,2359,4633,6191,3665,4563,2125,1337,2232,2487,2105,512,3722,4094,5923,1466,4431,1713,1524,1627,1935,3179,795,1211,2851,3265,1644,5022,2144,3205,682,2095,2247,9697,550
713239,1805,2435,1983,2486,1813,5548,2863,2176,1213,720,2946,2538,507,2111,9227,13965,880,1483,3140,1929,3285,4045,3467,6245,5700,5320,3318,2904,5700,4165,1519,239,829,5102,1819,1697,4668,6405,605,360,2119,3951,4212,2724,3148,1830,1061,1841,1948,1772,787,2651,2319,4417,656,4830,889,1839,840,1197,2170,848,1181,2162,2160,1192,2579,2516,2069,686,1479,1198,8140,460
715041,1433,1945,1869,2368,1740,6037,2566,2458,1197,598,3086,2789,750,2447,6734,14559,1250,1546,3987,2386,4280,3933,3175,5176,6381,4899,3207,3545,5375,4473,1550,332,940,5234,1979,1581,6079,6381,406,293,1946,3273,4605,2897,3559,1736,882,1812,1782,1803,902,2565,4525,4002,331,4401,979,2013,878,1390,2781,456,1208,2086,2469,957,2429,2156,1627,275,1592,1339,8922,371
715647,2171,3012,2794,3025,2353,6549,4157,3051,1408,627,3789,3731,902,3711,10980,18430,1260,2206,4802,3020,6145,4902,3884,8138,8066,9812,4244,3956,7205,4992,1659,567,981,5237,1850,2026,8218,9523,595,292,2134,5694,6386,3984,4470,2779,1000,2329,2704,1843,641,4297,3812,4805,1356,5650,1604,2411,1382,1975,3607,901,1214,2849,3890,1595,4640,2837,3336,324,2020,2295,9349,434
715950,2527,2389,2954,3480,2772,6056,3208,2882,1391,613,3138,3705,891,2906,11443,20006,1190,2122,5279,3726,3719,5675,4261,6932,6145,6904,4506,3782,7796,5723,1622,909,993,5086,2091,2152,6121,9898,632,370,2433,4976,5686,4560,5107,2249,1009,2016,2324,2434,552,2727,3302,5737,1539,5155,1646,3168,1508,1176,2741,587,1595,2381,4058,1546,4000,4946,2108,832,2215,2104,9690,475
720337,1816,2583,2029,3255,1649,6917,3182,2936,1806,859,3741,3374,947,3426,10769,20496,1264,1980,5378,4058,5156,5217,4533,5898,7926,6156,4294,4135,6447,6337,1469,756,1062,5466,1542,1951,6765,8060,928,548,2052,4152,5074,4902,4304,2147,1371,2314,2334,2811,983,4680,3995,5708,861,4694,1466,2490,1923,2170,2441,1110,1251,2312,3854,1695,4145,2722,2151,353,2295,1930,11442,463
723141,1917,2912,2244,3333,2656,6233,3206,3092,1783,632,3891,3428,611,1843,12245,17812,1298,1705,4753,3189,6210,5889,4372,6671,5991,7363,4973,3614,7544,5108,1508,340,876,6430,2303,2044,8491,8558,429,185,2133,4964,6167,4106,4261,2578,895,2030,2099,2327,436,3264,4371,5569,937,5694,1581,2758,854,1619,3089,736,1063,2862,3616,1603,3421,3705,2439,470,1634,1887,10730,325
724446,2178,4226,3233,3460,3001,7631,4155,2841,2242,825,4382,3739,656,4219,11726,18780,1467,2054,6388,3959,3924,6676,4751,8227,7704,5745,5483,4482,7615,7877,1871,412,912,5374,1858,1673,9882,10973,946,709,2184,6164,6920,4515,4553,2052,1173,2544,2296,2108,684,5158,3154,5094,972,5869,2420,2933,1899,1897,3019,946,1369,3376,3636,1484,3883,2843,2746,485,2794,3534,10117,592
725751,2539,2256,2387,3667,3265,7308,4513,3300,1670,729,4062,4104,1281,3696,11463,23150,1544,3150,4394,4317,5091,6105,4577,7376,9287,8377,5603,5648,7250,6870,1895,641,1212,7024,2318,1764,8956,10534,881,424,2259,4276,5593,3024,4591,2098,1316,2634,2624,1554,1031,4195,3479,5255,628,5460,781,2886,964,2246,3737,775,1434,3520,4269,1651,5021,3608,3027,673,1528,2249,13263,690
727553,2667,2167,2410,4563,2376,6680,3467,2969,1842,842,3518,3706,899,2820,9871,19619,1660,1946,6816,3899,7763,5212,3553,8321,6499,8475,5388,4133,7678,6644,1798,300,1151,5159,1968,2049,7431,10062,641,395,2665,4836,6726,3616,4876,2496,1108,2625,2414,1868,1146,3245,6238,4313,954,5762,1966,2881,2235,1776,4718,797,1153,3500,4551,1849,3455,3435,3313,821,2019,2387,8723,415
727654,2013,3000,1743,3075,2352,6062,3213,2409,1073,980,3084,3050,1152,2253,9027,17801,814,2152,4179,2489,3834,6412,3507,5282,7860,5028,5697,4128,5422,5888,2046,441,1254,5661,1466,1492,7665,8966,940,239,2393,5034,4886,4691,4097,1606,1459,2479,2249,1838,808,4002,4269,3406,537,4929,1609,2192,1000,1237,2295,791,1188,2433,3222,2020,2543,2812,1449,0,1793,1989,10050,560
