rh.aparc.a2009s.volume,rh_G_and_S_frontomargin_volume,rh_G_and_S_occipital_inf_volume,rh_G_and_S_paracentral_volume,rh_G_and_S_subcentral_volume,rh_G_and_S_transv_frontopol_volume,rh_G_and_S_cingul-Ant_volume,rh_G_and_S_cingul-Mid-Ant_volume,rh_G_and_S_cingul-Mid-Post_volume,rh_G_cingul-Post-dorsal_volume,rh_G_cingul-Post-ventral_volume,rh_G_cuneus_volume,rh_G_front_inf-Opercular_volume,rh_G_front_inf-Orbital_volume,rh_G_front_inf-Triangul_volume,rh_G_front_middle_volume,rh_G_front_sup_volume,rh_G_Ins_lg_and_S_cent_ins_volume,rh_G_insular_short_volume,rh_G_occipital_middle_volume,rh_G_occipital_sup_volume,rh_G_oc-temp_lat-fusifor_volume,rh_G_oc-temp_med-Lingual_volume,rh_G_oc-temp_med-Parahip_volume,rh_G_orbital_volume,rh_G_pariet_inf-Angular_volume,rh_G_pariet_inf-Supramar_volume,rh_G_parietal_sup_volume,rh_G_postcentral_volume,rh_G_precentral_volume,rh_G_precuneus_volume,rh_G_rectus_volume,rh_G_subcallosal_volume,rh_G_temp_sup-G_T_transv_volume,rh_G_temp_sup-Lateral_volume,rh_G_temp_sup-Plan_polar_volume,rh_G_temp_sup-Plan_tempo_volume,rh_G_temporal_inf_volume,rh_G_temporal_middle_volume,rh_Lat_Fis-ant-Horizont_volume,rh_Lat_Fis-ant-Vertical_volume,rh_Lat_Fis-post_volume,rh_Pole_occipital_volume,rh_Pole_temporal_volume,rh_S_calcarine_volume,rh_S_central_volume,rh_S_cingul-Marginalis_volume,rh_S_circular_insula_ant_volume,rh_S_circular_insula_inf_volume,rh_S_circular_insula_sup_volume,rh_S_collat_transv_ant_volume,rh_S_collat_transv_post_volume,rh_S_front_inf_volume,rh_S_front_middle_volume,rh_S_front_sup_volume,rh_S_interm_prim-Jensen_volume,rh_S_intrapariet_and_P_trans_volume,rh_S_oc_middle_and_Lunatus_volume,rh_S_oc_sup_and_transversal_volume,rh_S_occipital_ant_volume,rh_S_oc-temp_lat_volume,rh_S_oc-temp_med_and_Lingual_volume,rh_S_orbital_lateral_volume,rh_S_orbital_med-olfact_volume,rh_S_orbital-H_Shaped_volume,rh_S_parieto_occipital_volume,rh_S_pericallosal_volume,rh_S_postcentral_volume,rh_S_precentral-inf-part_volume,rh_S_precentral-sup-part_volume,rh_S_suborbital_volume,rh_S_subparietal_volume,rh_S_temporal_inf_volume,rh_S_temporal_sup_volume,rh_S_temporal_transverse_volume
171330,2401,2814,2609,3023,2770,7603,3631,3248,1245,677,4082,3607,1092,2987,11594,16897,1230,1712,4344,3796,5597,6182,2796,6450,7758,6866,5104,4459,6625,6477,1996,541,663,5153,1773,1738,6413,9885,431,354,2001,5474,6085,3522,4072,1854,844,1821,2154,2070,462,4037,3916,6478,406,5286,905,2627,1672,1512,3503,591,1263,2915,3820,1248,3871,3154,2204,680,1876,2443,10596,491
171431,1961,3321,2454,2611,2383,5882,3532,2845,1356,625,2133,3354,808,2505,9434,18073,1200,1943,4329,2575,4746,4495,2794,6841,8302,6053,3357,3574,6230,4763,1693,596,1129,6039,1756,2122,6595,8746,445,292,2327,3383,5836,2647,3670,2394,1093,2255,2354,1856,1327,3167,3386,3846,659,4544,599,2659,1217,1737,3388,695,1554,2499,2879,1284,3890,2253,2802,684,2193,1208,10757,478
171532,1518,2690,2166,2941,1795,5000,3054,2640,1259,415,2442,2572,858,2866,10649,13747,1186,1686,3865,2513,4330,4605,3207,6116,6667,5096,3644,3176,5908,4296,1967,623,984,4494,1631,1217,5860,8475,498,261,2060,2780,5811,2603,3736,1673,908,1848,1791,952,502,3221,2665,3913,482,3392,613,2352,991,1005,2482,582,1597,2446,2222,1323,2802,2821,1749,387,1389,1398,9583,394
171633,2338,3296,2648,3312,2568,6687,3378,3075,1547,626,2762,3267,875,3654,8973,15724,1117,1839,7444,3004,4213,4913,4698,6569,7734,6602,4297,3968,6441,5803,2012,567,994,5294,1969,1760,6664,8062,557,321,2104,4061,6052,3021,4483,2271,967,1860,2299,1942,663,4458,3712,3852,543,5186,2086,2945,1027,1272,2580,732,1251,2983,3250,1690,3382,3615,1847,809,2719,1939,10357,539
171734,1741,3027,2539,3011,2104,6594,3013,3328,1385,448,2694,3626,1037,2933,9718,18308,1233,1375,4174,3407,6299,4489,3929,7731,7104,7132,4512,3877,7326,6112,1876,566,749,5609,1628,2157,5966,9783,650,258,2078,3517,5112,3218,3807,2236,1111,1712,2315,1988,970,3687,3807,5383,645,5546,1117,2682,902,1794,3032,694,1489,2833,2836,1195,3590,3262,2294,349,2894,1662,10899,492
172029,2688,3012,2765,4401,3460,8292,3540,3524,1599,771,2984,3410,1257,3093,11549,22988,1912,2720,6849,3777,6553,5352,5874,7764,9185,6449,4889,4489,8260,7897,2077,372,958,7391,1667,1596,8252,9838,659,675,2139,5042,6199,4108,5044,2946,1240,2376,3109,2522,883,4705,5201,5839,744,6811,2217,3061,1243,2173,3386,1045,1874,3605,3642,1639,3395,3573,2194,682,2213,2259,13451,498
172130,2663,2414,2138,2770,2690,6258,3508,3193,1532,443,2834,3459,1195,4024,10094,18229,1192,1702,5059,2402,5110,3453,4097,6961,6812,6621,4589,4392,6400,6700,1968,1064,925,5107,2161,1837,6658,8573,728,636,2152,4517,6762,2778,3862,2177,1117,1944,2645,1521,708,3889,4489,5075,624,4128,1797,2122,1625,2174,2443,620,1617,2806,3039,1651,3796,2923,2107,900,2521,1839,11535,520
172332,1595,1611,2210,2338,1947,5100,2695,2281,1078,483,2360,3236,563,2730,5948,14735,912,1840,3264,2349,4408,3916,3071,6203,6836,4951,4195,3009,5185,4176,1576,310,704,4219,1107,1338,6371,5997,543,304,2043,3634,4496,2079,3390,2190,776,1635,1879,1929,443,3613,3342,3646,819,5259,819,2268,696,1697,2849,651,1134,2374,2111,1039,2628,1485,2153,607,1339,1458,8811,420
172433,2655,3074,2934,2924,2346,6578,3659,3378,1690,575,4036,3660,908,2567,10824,16918,1344,2261,5800,3933,5312,6000,4672,7573,7016,8313,4400,4095,7043,5377,1688,357,925,4794,1583,1883,8958,9042,521,402,2205,5378,6578,3712,4165,2512,1148,2281,2445,2131,1232,3772,4916,5023,1027,5295,1864,3044,1269,1815,3186,745,1329,2920,3900,2033,4257,2776,1845,602,2101,3299,10201,765
172534,2193,2247,1866,2535,2665,6444,4114,3024,1630,550,3364,3063,944,3386,11052,17339,1220,1921,4759,3371,5753,4687,4262,7328,7972,8774,4786,3228,7425,5716,1861,540,1168,4808,2176,1202,8238,9431,621,442,2397,3249,6431,3670,4266,2106,968,2197,2413,2515,934,3773,4774,5441,527,6435,1694,2072,809,2121,3673,878,1225,3144,3187,1574,4057,2512,2614,385,1926,1745,10604,409
172635,2321,3458,2456,2823,2489,7457,4054,3661,1404,699,3674,3304,966,3970,12712,17798,1272,2172,6071,3382,4062,4836,5044,8302,7656,7060,5631,4009,7588,6702,2050,1346,925,5658,1725,1434,7767,10366,618,339,1899,5414,6722,3308,4463,2777,1219,1793,2356,1479,1368,4330,3833,5000,826,5314,1835,2713,1147,1681,3264,613,1754,3188,4005,1464,3705,3811,2331,451,2349,2417,12871,573
172938,1646,3182,1691,2533,2193,5163,3435,2655,1298,485,2915,2678,667,2038,7983,14055,1095,1649,4703,2132,4574,4019,2984,5659,5893,5813,3692,3737,5498,4772,1349,617,827,5262,1236,1305,6378,7051,562,509,1753,3935,5612,2631,3727,1676,856,1935,1862,1510,708,2805,3677,3911,1229,3576,1342,1575,1045,1514,2814,437,1256,2111,2918,1709,3487,2833,2021,478,1869,1689,8271,297
173132,2760,4248,3320,2647,2962,7471,4080,3814,1473,542,3228,4065,1162,4118,11098,19855,1919,2376,5186,4017,5541,4592,4643,7867,7947,7491,4981,4188,6220,6952,1986,574,858,6276,2359,1469,8409,11178,1268,450,2015,4434,5891,3884,4288,2728,1251,2301,2830,2035,912,4427,4596,5702,123,5679,978,2134,1970,2148,2815,696,1397,3425,3847,1903,3968,3264,2278,853,2491,1842,12306,852
173233,1895,1982,2735,3529,2740,5696,3671,3369,1363,664,2967,4056,1220,3220,10871,18106,1903,2500,5806,3204,5097,3644,5353,7313,8551,6597,4124,4199,7509,7186,2283,598,889,6615,2075,1813,7116,10470,566,619,2378,5087,5015,3042,4683,2096,1398,2508,2613,2086,962,4084,3252,5032,1044,5262,1097,2940,2084,2013,3247,1207,1871,2649,2900,1845,3323,3530,2295,938,2200,2071,13476,349
173334,2132,3418,2375,3503,3412,7421,3939,3276,1453,678,3206,3682,1318,3746,15595,21536,1622,2260,5403,3628,6106,5654,5206,8321,7613,8580,6567,3763,8570,7152,1911,776,1342,5519,2520,1607,7675,10181,523,293,2012,4525,7004,3846,5026,2187,1584,2403,2723,2006,956,5173,4460,5451,843,6506,1813,2379,795,1972,4196,653,1634,3376,4228,1601,3722,3583,3324,690,2169,2314,13144,615
173435,2198,2923,2395,2755,2756,6243,3293,2956,1725,895,3946,3245,858,2733,9251,19377,1177,2210,5818,3012,5115,5744,4776,6532,6796,5017,5388,4226,7909,5309,1458,537,873,5482,1666,1591,7384,9393,725,316,1989,4616,5649,3811,4775,1781,988,1701,2197,1708,844,3557,4482,5179,734,5106,2293,2606,1058,2260,3371,1032,1294,2773,3905,1683,3494,3201,2558,632,1560,2297,10923,490
173536,1888,2047,2194,3082,2096,5455,3351,3077,1212,494,3496,3575,917,3065,7406,16815,1246,2112,5662,2813,4598,4667,3072,5994,7510,5775,4712,3617,5977,6141,1651,476,839,5521,1589,1448,6613,7886,818,361,1995,4435,4927,2788,3992,2314,1013,1899,2043,1824,512,3534,3339,3785,948,4875,1457,1965,817,1478,3496,689,1327,2190,4100,1402,3142,2641,2493,339,1560,2056,9605,539
173637,1900,2986,1940,2929,2328,6905,4264,3393,1492,370,3396,3547,922,3155,12036,18261,1364,1558,5347,3470,3974,4868,3800,7389,9242,7610,5074,4762,6891,6434,1517,779,967,5876,1332,1836,7626,9332,724,445,2382,4660,5258,2876,3920,1582,1079,2305,2458,2754,705,4124,4017,5042,500,6004,1714,3209,1169,1630,3294,757,1263,2925,3923,1375,3876,2194,2639,1077,2165,2224,9927,552
173738,2300,3272,2421,3393,2315,5740,3153,3157,1509,661,3095,3363,809,2696,10473,15035,1278,1985,4730,2990,3798,4926,4075,6271,6277,5463,3676,3685,6190,6263,1739,529,743,5307,1998,1610,7958,8901,897,280,2171,4715,5200,2877,4371,2081,887,2545,1990,1985,538,3890,3418,4158,687,3688,1244,2558,1545,1364,2785,983,1447,2320,3147,1518,3869,2752,1885,498,1813,2611,10042,512
173839,1635,1850,2381,2358,2975,5034,2798,2745,1067,626,2590,3946,824,2476,10095,15520,1021,1508,3656,2463,4979,4596,2780,6122,6553,5640,3724,3273,5175,5966,1476,547,697,5960,1149,1453,6817,7720,606,352,1950,4277,4697,2809,3441,1962,1033,2041,2255,1477,417,3222,3286,4670,849,4503,747,2397,1182,1947,2731,1032,1231,2506,2687,1493,3580,3086,1801,250,1964,1693,10456,429
173940,2089,2064,2459,2810,2716,5814,3788,3707,1870,765,3620,3323,802,2679,10990,15283,1571,1799,5817,3242,3964,4800,3189,6511,6826,6110,3117,3802,6102,5477,1574,658,826,5117,1981,1498,7100,8838,833,343,1867,3982,5094,3364,4167,2248,921,1781,2194,1979,546,3378,2979,4203,353,4392,1680,2350,1371,1653,2867,689,1276,2692,3467,1802,3388,2880,1715,491,1556,2335,10719,449
174437,1958,1675,2360,2034,2215,4936,2663,2818,945,436,2252,2753,773,2266,9450,12904,1017,1344,4805,2432,3279,4644,3012,5517,5297,4407,2938,3099,5730,5067,1593,409,649,5492,1393,1354,4435,6767,655,311,1778,4393,4776,2994,3760,2096,890,1779,1630,1399,856,4127,2935,3733,997,3392,1377,2142,1120,1370,2180,881,1069,2588,2324,1473,2227,2301,2412,328,1574,1230,9182,246
174841,2035,3520,1998,3587,3252,6864,3758,2883,1678,830,3008,3754,541,2252,11759,19045,1357,2022,5080,4050,5334,6008,4147,7774,8997,5263,4421,3365,7344,6250,2286,95,741,5038,1761,1781,6693,8498,559,298,2347,4191,5125,4335,3782,2075,1833,2491,2178,1933,1286,3650,4188,5588,493,5501,1718,2750,1113,1714,3305,811,1244,2560,2457,1896,2601,3231,2550,622,1617,1590,10540,400
175035,1921,3011,2450,1999,2298,6468,3889,3173,1167,514,3100,2767,1014,2794,10983,17323,1229,2002,4735,3023,6063,5207,2921,5868,8550,5772,4132,3255,6770,5787,1915,368,798,4593,1616,1633,5505,8706,776,450,2081,4517,4735,3628,3401,2310,1016,1997,2430,1654,959,4506,4263,4724,1398,4886,1314,2699,1950,1427,4075,680,1450,2273,2916,1995,3434,2108,2783,663,1876,1127,10245,318
175136,2749,2029,2498,2140,2253,5136,2732,2398,1452,740,2922,3207,855,3009,8156,17264,1009,1839,4515,2955,4490,3907,2956,7822,5914,4742,5165,3064,5252,5105,1685,408,681,4560,1652,1644,6601,8178,713,496,2081,4386,5001,3165,3085,1881,893,1737,1909,1467,601,3456,2516,4293,539,4936,1283,2019,1524,1682,2530,622,1153,2484,3501,1090,2528,2230,2223,661,1506,1854,8939,425
175237,1962,2668,2733,2451,1876,6165,3095,2960,2003,597,2068,3599,926,2667,9255,15760,1045,1981,4424,3414,3644,4979,3696,6303,6376,5894,3675,3776,7070,5159,1758,813,833,6064,1158,1695,5539,8507,582,340,2141,4338,5581,3343,5058,2022,881,2230,1745,1585,798,3872,2382,4165,1210,3610,1238,2181,1217,1373,2999,616,1365,3052,1763,4340,3210,2306,1624,951,3291,1447,10832,595
175338,2357,2266,2252,3343,2643,7152,3952,3975,1453,650,3217,3697,1032,2751,11307,18783,1106,2028,4774,3440,7701,6291,4104,6849,7271,6950,5002,3795,5846,6032,1600,408,1276,5141,2399,1386,8516,8535,881,374,2086,4621,5438,3964,4039,2302,1258,2416,2048,2812,782,3735,3770,5141,1299,6296,1787,2213,955,2636,3846,716,1237,2770,4463,2309,4475,2185,2546,603,1529,2580,11994,509
175439,1803,2347,2237,2444,2014,5512,2368,2702,1235,350,2534,2538,972,2291,8512,14542,1357,1620,3542,2626,3297,3901,4234,5346,6873,4294,4306,3160,5601,5764,1365,612,973,4149,1577,1412,6855,6545,576,450,1964,3795,4713,3126,3751,1873,792,1513,1987,1372,436,2459,2684,3914,236,4233,785,2066,1102,1265,2283,529,1419,2164,2258,1177,2111,2627,2287,692,1379,1651,7777,339
175540,2547,2545,2500,3505,2431,7569,3480,3378,1374,740,3044,2832,781,2343,12244,17647,1090,2288,4605,2823,4399,4317,4766,6831,7558,6462,5311,4888,7774,6399,1929,493,1431,5052,1680,2207,6737,8304,616,337,3027,5043,5838,3317,5351,2345,1088,2211,2230,1752,866,3300,4082,6167,906,6198,1928,2464,1521,910,3341,741,1713,3013,3310,1503,3531,2797,3177,462,2015,2246,9222,553
175742,1831,2401,2284,2469,1822,5974,3412,2744,1099,665,2937,2979,806,2789,7643,15843,1022,1673,3926,1784,3937,4515,4530,6665,5953,5542,3189,3784,6790,4437,1652,667,1044,4707,2308,2076,6278,8617,646,391,2260,3877,5948,3922,4313,2227,986,1961,2260,2242,462,3068,3304,4191,623,3699,1219,1766,1002,1114,2284,460,1038,2551,2499,1366,3383,2055,2254,232,2016,1692,9997,272
176037,2685,2587,2673,2326,2963,5841,3506,2970,1404,372,3594,3276,1075,2482,7291,16419,1077,1867,6125,3137,4361,5065,5086,7573,7687,6966,4308,3246,6081,6735,1584,510,787,4231,2025,1725,8879,7357,770,565,2178,4249,5136,2889,3462,2119,1217,1703,2406,2489,731,3133,4051,4237,312,4748,1579,2352,1077,1590,3269,589,1173,3054,3946,1571,3799,2296,2550,883,1668,2394,10534,632
176239,2444,3003,2525,3495,2348,6126,3911,4199,1059,647,3318,4096,1171,3671,9371,19774,1638,2405,5482,3805,5537,4751,4407,7395,8688,4280,3742,3186,5263,5653,2119,659,1017,6118,1729,1709,7448,9847,648,408,2139,4292,3918,3751,4153,1883,1050,2234,2625,1423,998,4919,4039,6070,589,4110,1141,2698,1378,1873,3891,1097,1531,2922,3329,1915,1808,4192,3073,456,1407,2444,14276,753
176441,1624,2749,2019,3343,1919,5930,2894,2555,1709,470,2542,3555,1108,2158,8495,16797,1238,1718,4812,3330,5108,6417,3463,6210,5384,6829,5666,3857,5983,6824,1688,400,732,5426,1687,1809,5693,9009,615,560,2162,4044,5696,3391,4214,2080,1233,1997,2260,1057,1209,3601,3252,5017,998,5760,1054,2145,1120,1328,3173,639,1434,2606,2903,2225,3380,2797,1542,735,2136,1648,11035,670
176542,1794,2800,2002,2791,2469,4956,4218,2866,1270,515,3608,3138,811,2227,11090,14713,1139,1566,3910,3116,5149,3970,2981,5209,5771,6658,3708,3482,6260,5607,1437,319,734,6198,1491,1590,5344,8824,698,334,2200,4309,4927,2977,4005,1812,763,1983,2123,1420,865,4015,4345,4384,1411,4389,1219,2164,939,1743,2667,567,1148,2507,3745,1815,2567,3474,2002,765,2073,1298,9944,635
176744,1986,2935,2675,3847,2637,7912,3843,3677,2257,750,4157,3317,1018,2968,13893,19597,1625,2735,6744,3967,6339,5307,5003,8091,9354,7751,5447,4598,7346,5906,2526,610,1061,5631,1907,1948,8842,11654,534,331,2315,6191,4944,4387,4352,2599,1014,2258,2689,2656,981,5612,3959,4614,2191,4961,1943,2948,1247,2328,3903,899,1887,3463,4303,1614,5280,2725,2522,833,2611,2568,12811,582
176845,2271,2498,2805,2453,3002,7772,3780,3827,1593,667,3932,3627,868,3153,11265,17645,1116,2026,7515,3702,4925,5173,4026,6818,7622,7994,5324,4131,6831,6645,2110,999,1251,5286,2142,2390,9276,9319,719,578,2590,5457,6554,4235,3970,2160,1196,2001,2282,2340,901,4112,4439,4568,631,5174,1956,2592,1254,2008,3543,770,1562,2907,4048,4552,4455,2582,2553,694,2296,2582,11714,382
177140,2367,2660,2417,3020,3241,6242,3275,2958,1640,757,2813,3761,835,2199,8153,17739,1095,1877,6659,4211,4827,6104,3673,6551,6833,7407,5275,3868,5337,6275,1711,638,701,5870,1544,1516,8679,7126,889,261,1890,5438,6422,4578,3486,2501,1037,2301,1988,1932,761,3709,2909,4548,639,5185,1722,3344,1181,1535,2747,708,1055,2951,2865,1232,4890,2858,1538,644,2722,1848,8893,525
177241,2184,3523,2102,3180,2480,5804,3610,3013,1660,749,3952,3470,898,3951,10426,18895,1142,1472,5850,3954,6118,6052,3840,7814,6552,7731,4881,4128,7195,6856,2154,346,1036,5327,1578,1618,9053,9430,607,525,2588,4963,6295,4234,4203,2013,1103,2573,2598,1614,721,3690,4326,5296,1351,5390,2096,3315,1485,2079,3618,617,1570,3185,3818,1416,4298,2752,2468,650,1778,2643,10743,552
177342,1640,3062,2768,2423,1903,5905,4096,3093,1233,556,4471,3597,728,2559,10191,15937,1194,1505,4675,2691,4808,5685,3652,7228,6822,5953,5291,4138,6636,5626,1588,452,857,4844,2442,1576,6986,9061,615,322,2079,5127,5030,5506,3841,2278,1079,2001,2377,1667,879,3529,4043,5414,282,5236,1131,2602,1551,1953,3619,965,1466,2658,3142,1817,3911,2465,2406,702,1962,2406,11785,434
177645,1868,3292,2923,2612,2404,5960,3494,3687,1510,427,3910,3099,880,3336,9328,16593,1451,2387,5245,3971,4173,5618,4911,6786,6139,7404,5179,3931,6862,5597,1754,664,790,4644,2059,1420,8218,9161,868,531,1794,5953,5170,3616,4398,2559,1103,1952,2081,2471,1148,3761,3264,5102,898,5496,1482,2676,1767,1157,3239,929,1326,2797,3765,1902,3592,2670,2152,501,1547,2618,11346,441
177746,2321,2734,2641,2566,2509,5667,3187,2889,1345,627,3278,4095,1078,3208,8444,14071,1204,1664,4364,3480,4420,5073,3479,6028,5842,7221,5471,3695,5590,5946,1452,538,878,5871,1832,1862,6201,9886,515,509,2222,4970,5385,3461,3538,1946,1096,2023,2300,1670,889,3446,2359,4560,823,4342,1315,2484,1061,1366,3560,736,1168,2869,3655,1394,4028,2314,2013,592,1709,1839,10442,415
178142,2508,3283,2045,2769,3123,6562,3117,2421,1598,640,2979,4594,861,3810,10051,16234,1434,2288,4950,2845,5144,4948,3352,7410,6247,5323,4357,4298,7284,6503,1454,766,939,5748,1158,1113,7089,9447,508,365,1995,5279,5857,3295,4507,1822,901,2360,2410,1566,1094,5172,3397,4986,353,4979,1389,2135,1727,1623,3620,770,1286,2822,2738,1506,3414,3470,2604,627,2331,2104,11081,538
178243,2308,2537,3007,3073,2227,6978,2682,2537,1571,952,3773,3527,1188,3178,12399,17913,1435,2673,6029,2814,4695,5724,4422,7872,8768,5789,4261,4463,8189,5915,2051,924,1115,5574,1887,1690,7574,8700,654,360,1835,5393,4149,4712,4947,1888,1412,2519,2124,1921,780,3993,3906,4291,671,3953,2305,1646,1118,1915,3174,962,1663,2841,3091,1448,3411,2372,3111,650,2230,1861,10877,400
178647,2041,2436,1943,2599,3065,6537,3182,2527,879,535,3391,2832,867,2904,8552,15186,1321,2376,4950,3182,4158,5109,3861,6402,6639,6604,6379,4792,6869,6874,1797,431,1002,5649,1360,1447,7034,8203,630,445,1987,4465,4972,2982,4220,1715,829,1733,1785,2525,882,2910,4332,4270,769,4904,1753,1977,2136,1911,3373,894,1228,2365,3615,1275,3583,2211,2210,691,2298,2411,10305,490
178748,2116,2943,2454,3597,2971,7238,3524,3468,1738,627,3806,2560,1108,2341,12654,17808,1143,2837,5430,3414,5972,7132,3176,6889,9966,8315,5313,3292,7410,6515,1703,681,879,6159,2216,2495,8441,10069,616,495,2421,4173,5264,5035,4578,2522,1165,2337,2264,1689,874,4153,4676,3935,1403,5657,1041,3024,1367,1915,4143,734,1514,3229,3877,1774,4464,2741,2294,1195,1812,1918,11850,555
178849,2347,4092,2765,2726,2397,7701,4111,3584,1744,424,3659,3975,1229,4451,12550,21059,1539,2217,6574,3049,4862,5968,4630,8016,7976,8500,4881,3656,6610,6456,2294,468,888,6693,2043,1977,6580,9810,803,564,2103,4944,5828,3470,3645,2951,1567,2558,2904,2042,1037,5445,2989,4574,1555,5468,2194,2428,2521,1215,3810,743,1543,2962,3948,1649,4034,3094,2272,767,1974,2721,13574,477
178950,2634,2102,2114,3411,2640,7914,3826,3858,1973,666,3379,3824,755,2699,9638,19415,1550,2518,6469,3867,5728,6025,5163,7994,7897,8198,4695,4350,7769,7297,1880,867,1070,6181,2800,2191,8427,9423,689,447,2233,4930,6184,3981,4591,2297,1175,2565,2738,3279,322,3202,4206,5443,1668,5832,1007,3245,1439,1834,3241,751,1619,3066,4471,2068,4673,3799,2677,261,2140,2111,13096,554
179245,2080,1982,2355,2681,2385,4830,3283,2506,1098,611,2211,3154,1295,3135,8833,16544,1280,1848,3317,2325,3648,3498,3425,6237,5390,5270,4166,2726,6138,4472,1371,302,598,4783,1673,1355,4799,6570,479,710,1800,3629,5078,2809,3560,1877,961,1833,1959,1587,532,3944,3154,5169,1126,4534,897,2429,811,865,2869,801,1115,2651,2608,1682,2960,1914,2411,619,1922,1736,8192,380
179346,2127,2452,2593,2539,2554,5204,3435,2655,852,602,3161,2997,997,1981,10043,17528,791,1511,5707,3016,3613,4398,2974,6329,5613,5927,4963,4344,7000,6458,1410,943,870,4684,1407,1534,7505,8444,769,349,1807,3822,5348,2978,3873,2309,1127,1861,1745,1934,963,2888,4670,4582,760,5559,1987,2240,918,1093,3576,502,1000,2608,2822,4505,3175,3255,1896,570,2269,2264,10219,283
179548,2448,2023,1868,2374,2904,6000,2792,2610,1365,474,2252,2825,827,2245,9885,15774,916,1185,3688,2651,2937,3941,2946,7147,5095,5962,4425,3733,5594,5152,1321,211,919,4877,1169,1628,6230,7451,667,338,2034,3325,5130,2400,3858,1810,1053,1616,1734,1980,699,2900,2877,4684,571,3729,1185,2109,809,990,2360,740,1173,2469,2756,1178,3587,2156,1905,589,1915,1493,8123,554
179952,1641,2043,2348,2750,2558,5686,3625,2737,1675,506,2583,3397,883,3118,9393,16991,1186,1395,4492,3615,5636,4206,3491,6760,6140,5487,4243,4123,6039,5215,1590,234,997,5538,1345,1603,7095,6683,620,501,2043,4000,4190,2902,3977,2375,945,2083,2209,1914,650,3384,2252,4787,275,5121,1225,2664,789,1336,3215,766,1055,3280,2773,2044,3241,3364,2439,268,1482,1385,8805,613
180129,2040,2523,2078,3049,2926,5716,3195,2535,1511,769,3429,3747,1045,3056,10936,18774,1190,2060,5960,3066,4832,5058,3409,6781,6976,6230,4821,3477,6699,6740,1701,910,896,6226,1992,1892,6905,9231,497,241,2281,3867,5672,3251,4174,2107,1274,2157,2256,1339,1123,3860,3504,4633,942,5487,1741,2466,1186,1494,3664,980,1424,2242,3916,1322,2876,3607,1987,672,2289,1866,11191,508
180230,2649,3608,2308,3017,2724,6594,3226,3313,1813,901,3510,4374,1017,2972,11539,18544,1196,2287,5998,3163,5115,6199,4589,7924,7812,6170,4792,3963,6215,6537,1848,752,1128,5898,2369,1283,8494,10409,1019,915,1940,4283,5170,3957,4586,1920,1210,2180,1986,2103,698,4594,4431,4540,705,4917,1549,2320,1204,1538,2994,719,1524,3259,3870,1899,3314,3452,1949,764,2845,2337,13636,387
180432,1617,2063,2260,3127,2386,5458,2910,2960,1615,491,3831,3593,947,2808,9172,15386,1148,1969,4804,3123,5371,5859,3645,6741,8115,5757,5855,3945,6684,6085,1457,546,1119,4837,1812,1448,7119,7777,567,343,1946,4028,5906,5008,3526,2164,875,1933,1754,2355,423,4158,3007,4336,351,5611,1336,2130,1246,1602,2883,880,1181,2857,3541,1476,3804,3491,1627,1103,1532,1186,9384,656
180533,2069,3550,2460,3383,2648,7202,4071,2853,1856,661,4122,3638,1134,3250,12100,20152,1302,2575,7026,2965,6639,5217,4546,7635,9070,8120,5374,3717,6943,7807,1917,510,1049,6175,2136,2302,7341,10069,978,445,2576,4400,6857,4917,4528,2217,1577,2333,2925,1876,1225,4308,3665,5910,901,5871,1664,2509,1548,2385,3839,731,1492,2593,3688,1118,3638,2929,3052,542,2761,2146,11725,534
180735,2148,2081,2323,2938,2443,5567,3368,2632,1560,526,3268,3497,900,2329,9325,16229,1469,2045,5798,3687,5780,4924,3615,6799,6086,8490,4566,4062,5556,6075,1807,629,1000,6360,1654,2461,7280,8864,634,278,2213,3544,6313,3520,4121,1761,1206,2320,2223,1787,684,2822,3027,4428,696,4626,1003,1959,1771,1505,3587,777,1481,2650,2592,1476,3312,1738,1633,512,1803,1532,10412,448
180836,1935,2024,1930,2035,2109,5781,2708,2505,1331,517,3286,3105,537,2377,8078,15782,1354,1278,4051,2380,4308,4490,5047,6223,5564,6116,3587,3229,6080,5122,1908,318,774,4828,2032,1383,5065,7291,478,468,1869,4439,4752,3326,3694,1934,838,1633,2142,2024,601,2935,4174,4524,912,3955,1179,2559,907,1299,2630,587,1260,2532,2590,1038,2636,2152,2085,544,1901,1437,8453,336
180937,2453,3011,2705,4799,2832,7205,4462,3497,2161,747,3594,3621,673,3291,13585,18335,1681,2210,6377,3633,5975,4868,4686,7789,5168,8506,3983,5178,9376,6827,2377,1125,1244,6346,3102,2100,8987,10271,664,512,2435,4568,5749,3757,5725,1688,1093,2325,2600,2103,717,4278,4295,4713,876,4923,1928,2672,1216,2292,3337,836,1841,2867,4673,1966,3831,3846,3266,525,2992,2973,12992,441
181131,2233,2500,2433,2828,2080,5763,2940,3484,957,704,3244,2310,1065,1633,8856,14654,1132,1534,5878,2697,4705,4449,3142,4866,4663,5759,4539,3779,5928,5019,1685,675,739,5647,1462,1553,6597,7590,755,319,2000,3985,5542,2913,3574,2191,1067,2015,1925,1743,466,2510,4062,4077,623,5214,1454,1987,1722,1935,2966,642,1213,1856,3421,1940,3534,2235,1892,463,2329,1438,9702,414
